scene,object_name,object_id,symmetry,valid_points,pointnet_rot_deg,pointnet_trans_cm,final_rot_deg,final_trans_cm,icp_rot_improvement_deg,icp_trans_improvement_cm,icp_fitness,icp_rmse_cm,icp_quarter_turn_used,final_pass_5deg_1cm,rgb_path
1-82-18,wood_block,58,z2|y2|x4,523,0.7347630307206408,0.074450806,1.7637484951311257,0.09570603105485659,-1.028985464410485,-0.0212552252715848,0.35987261146496813,0.17526493876729785,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\1-82-18_color_kinect.png
2-65-11,wood_block,58,z2|y2|x4,520,1.043610927661516,0.22319227,1.7569111434466895,0.11679809854444785,-0.7133002157851736,0.10639417602601724,0.3365180467091295,0.1698015915871278,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-65-11_color_kinect.png
2-2-13,sugar_box,55,z2|x2,350,3.963309014631636,0.24755886,1.7540297773662903,0.13182295269230496,2.2092792372653456,0.11573590927859653,0.344954128440367,0.16638819702896795,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-2-13_color_kinect.png
2-45-5,potted_meat_can,48,z2|x2,807,1.7415893163654503,0.29541838,1.7415893163654503,0.295418381690979,0.0,0.0,0.0,0.0,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-45-5_color_kinect.png
2-70-5,sugar_box,55,z2|x2,308,1.9202158674541967,0.45702142,1.734939767305937,0.12326348988861278,0.18527610014825968,0.33375792534499926,0.3559633027522936,0.16725314546507555,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-70-5_color_kinect.png
2-71-10,d_toy_airplane,18,zinf,131,1.7346622974211954,0.080188185,1.7346622974211954,0.08018818497657776,0.0,0.0,0.0,0.0,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-71-10_color_kinect.png
2-59-12,bleach_cleanser,8,z2,1605,1.7336179785488617,0.2942839,1.7336179785488617,0.2942838966846466,0.0,0.0,0.0,0.0,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-59-12_color_kinect.png
1-88-10,tuna_fish_can,57,zinf|x2,131,1.892596360764717,0.12271379,1.7307251324201307,0.10240475142611057,0.16187122834458623,0.020309037917723358,0.42028985507246375,0.16913794283647984,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\1-88-10_color_kinect.png
1-93-18,wood_block,58,z2|y2|x4,549,1.7289641412308372,0.21817,1.7289641412308372,0.21817000210285187,0.0,0.0,0.0,0.0,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\1-93-18_color_kinect.png
2-91-1,nine_hole_peg_test,43,no,307,2.249720308282753,0.19113655,1.7288693606551309,0.14130166967804983,0.5208509476276222,0.04983488420550272,0.3844856661045531,0.14819624032305392,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-91-1_color_kinect.png
2-74-10,sugar_box,55,z2|x2,333,2.0202636780350383,0.19576368,1.727927409901652,0.12745382974389918,0.2923362681333863,0.06830984761472814,0.3981651376146789,0.16685543319740564,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-74-10_color_kinect.png
2-98-20,gelatin_box,30,z2|x2,385,7.68861342440016,0.27909285,1.7266354030581212,0.12512219520111267,5.961978021342039,0.15397065309982116,0.310989010989011,0.17096672651575115,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-98-20_color_kinect.png
2-54-15,foam_brick,26,z2|x4|y2,525,1.7242164060571394,0.18182395,1.7242164060571394,0.1818239539861679,0.0,0.0,0.0,0.0,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-54-15_color_kinect.png
1-30-6,sugar_box,55,z2|x2,279,2.7228836701490047,0.23890726,1.7233241041260567,0.09911055457629887,0.9995595660229479,0.13979670810661587,0.3382352941176471,0.17091411794159475,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\1-30-6_color_kinect.png
1-63-18,sugar_box,55,z2|x2,266,1.3154046840096552,0.24101155,1.7224390800860174,0.14248815713498536,-0.40703439607636227,0.09852338792707976,0.326605504587156,0.16427887269866978,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\1-63-18_color_kinect.png
2-58-11,cracker_box,14,z2|x2,201,0.8640807061568583,0.12075638,1.7137288119521845,0.12653276106872047,-0.8496481057953262,-0.005776380808729775,0.4506578947368421,0.16869444038490994,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-58-11_color_kinect.png
2-6-11,gelatin_box,30,z2|x2,536,1.6164951424736964,0.19002943,1.7111170660503698,0.1295836926785007,-0.09462192357667343,0.06044573473067136,0.35508849557522126,0.17109354899092968,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-6-11_color_kinect.png
2-23-9,rubiks_cube,52,z4|x4|y4,478,1.3416558207072948,0.21146113,1.7092134527535672,0.13216093201398676,-0.36755763204627234,0.07930019479036504,0.3744493392070485,0.17107063291070787,False,True,C:\Users\Owner\Desktop\Fall2023\CSE275\6D Pose\training_data_filtered\training_data\v2.2\2-23-9_color_kinect.png
